Personality_Type,Traits,Sales_Strategy,Messaging_Do,Messaging_Dont,Common_Biases,Trigger,Description,Example,Personality,Objection,Reframe,Framework,Best_For,Style
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Driver,This takes too long.,Here's the fastest way to get results.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Driver,This takes too long.,Here's the fastest way to get results.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Driver,This takes too long.,Here's the fastest way to get results.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Driver,This takes too long.,Here's the fastest way to get results.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Driver,This takes too long.,Here's the fastest way to get results.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Hope,Offer a better future or transformation,"Start feeling energized again, naturally.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Hope,Offer a better future or transformation,"Start feeling energized again, naturally.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Hope,Offer a better future or transformation,"Start feeling energized again, naturally.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Hope,Offer a better future or transformation,"Start feeling energized again, naturally.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Hope,Offer a better future or transformation,"Start feeling energized again, naturally.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
